year,sex,indig,dist_sec,sc,grc,fam_n,min_dist,dist_cap,poor,progresa,hohedu,hohwag,welfare_index,hohsex,hohage,age,village,folnum,grc97,sc97
98,0.0,0.0,0.0,1.0,7.0,5,114.4284377129468,122.1636435138548,no pobre,basal,12,625.0,865.0,1.0,32.0,13,98,24779,6,1.0
97,0.0,0.0,0.0,1.0,4.0,5,114.4284377129468,122.1636435138548,no pobre,basal,12,625.0,865.0,1.0,32.0,10,98,24780,4,1.0
98,0.0,0.0,0.0,1.0,5.0,5,114.4284377129468,122.1636435138548,no pobre,basal,12,625.0,865.0,1.0,32.0,11,98,24780,4,1.0
97,1.0,0.0,0.0,1.0,8.0,3,114.4284377129468,122.1636435138548,pobre,basal,6,625.0,775.0,1.0,42.0,14,98,24781,8,1.0
98,1.0,0.0,0.0,,,3,114.4284377129468,122.1636435138548,pobre,basal,6,625.0,775.0,1.0,42.0,15,98,24781,8,1.0
97,0.0,0.0,0.0,1.0,1.0,4,114.4284377129468,122.1636435138548,no pobre,basal,9,750.0,885.0,1.0,29.0,7,98,24782,1,1.0
98,0.0,0.0,0.0,1.0,2.0,4,114.4284377129468,122.1636435138548,no pobre,basal,9,750.0,885.0,1.0,29.0,8,98,24782,1,1.0
97,1.0,0.0,0.0,1.0,4.0,5,114.4284377129468,122.1636435138548,pobre,basal,7,750.0,978.0,1.0,43.0,9,98,24783,4,1.0
98,1.0,0.0,0.0,1.0,5.0,5,114.4284377129468,122.1636435138548,pobre,basal,7,750.0,978.0,1.0,43.0,10,98,24783,4,1.0
97,1.0,0.0,0.0,1.0,3.0,5,114.4284377129468,122.1636435138548,pobre,basal,7,750.0,978.0,1.0,43.0,8,98,24784,3,1.0
98,1.0,0.0,0.0,1.0,4.0,5,114.4284377129468,122.1636435138548,pobre,basal,7,750.0,978.0,1.0,43.0,9,98,24784,3,1.0
97,1.0,0.0,0.0,1.0,0.0,5,114.4284377129468,122.1636435138548,pobre,basal,7,750.0,978.0,1.0,43.0,6,98,24785,0,1.0
98,1.0,0.0,0.0,1.0,1.0,5,114.4284377129468,122.1636435138548,pobre,basal,7,750.0,978.0,1.0,43.0,7,98,24785,0,1.0
97,1.0,0.0,0.0,1.0,7.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,750.0,673.0,1.0,50.0,14,98,24786,7,1.0
98,1.0,0.0,0.0,1.0,7.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,750.0,673.0,1.0,50.0,15,98,24786,7,1.0
97,0.0,0.0,0.0,1.0,4.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,750.0,673.0,1.0,50.0,11,98,24787,4,1.0
98,0.0,0.0,0.0,1.0,5.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,750.0,673.0,1.0,50.0,12,98,24787,4,1.0
97,0.0,0.0,0.0,1.0,3.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,750.0,673.0,1.0,50.0,9,98,24788,3,1.0
98,0.0,0.0,0.0,1.0,4.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,750.0,673.0,1.0,50.0,10,98,24788,3,1.0
97,0.0,0.0,0.0,0.0,6.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,825.0,1.0,38.0,16,98,24789,6,0.0
98,0.0,0.0,0.0,0.0,6.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,825.0,1.0,38.0,17,98,24789,6,0.0
97,1.0,0.0,0.0,1.0,6.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,825.0,1.0,38.0,14,98,24790,6,1.0
98,1.0,0.0,0.0,1.0,7.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,825.0,1.0,38.0,15,98,24790,6,1.0
97,1.0,0.0,0.0,1.0,5.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,1000.0,833.0,1.0,38.0,11,98,24791,5,1.0
98,1.0,0.0,0.0,1.0,6.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,1000.0,833.0,1.0,38.0,12,98,24791,5,1.0
97,0.0,0.0,0.0,1.0,0.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,1000.0,833.0,1.0,38.0,6,98,24792,0,1.0
98,0.0,0.0,0.0,1.0,1.0,6,114.4284377129468,122.1636435138548,pobre,basal,2,1000.0,833.0,1.0,38.0,7,98,24792,0,1.0
97,1.0,0.0,0.0,1.0,4.0,5,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,649.76099,1.0,29.0,10,98,24793,4,1.0
98,1.0,0.0,0.0,1.0,5.0,5,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,649.76099,1.0,29.0,11,98,24793,4,1.0
97,1.0,0.0,0.0,1.0,0.0,5,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,649.76099,1.0,29.0,6,98,24794,0,1.0
98,1.0,0.0,0.0,1.0,1.0,5,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,649.76099,1.0,29.0,7,98,24794,0,1.0
97,0.0,0.0,0.0,1.0,6.0,3,114.4284377129468,122.1636435138548,pobre,basal,3,400.0,798.0,0.0,47.0,13,98,24795,6,1.0
98,0.0,0.0,0.0,0.0,3.0,3,114.4284377129468,122.1636435138548,pobre,basal,3,400.0,798.0,0.0,47.0,14,98,24795,6,1.0
97,1.0,0.0,0.0,0.0,2.0,4,114.4284377129468,122.1636435138548,pobre,basal,9,750.0,706.0,1.0,25.0,7,98,24796,2,0.0
98,1.0,0.0,0.0,1.0,2.0,4,114.4284377129468,122.1636435138548,pobre,basal,9,750.0,706.0,1.0,25.0,8,98,24796,2,0.0
97,1.0,0.0,0.0,1.0,0.0,7,114.4284377129468,122.1636435138548,no pobre,basal,9,750.0,868.0,1.0,28.0,6,98,24797,0,1.0
98,1.0,0.0,0.0,1.0,1.0,7,114.4284377129468,122.1636435138548,no pobre,basal,9,750.0,868.0,1.0,28.0,7,98,24797,0,1.0
97,0.0,0.0,0.0,1.0,7.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,776.0,1.0,44.0,14,98,24798,7,1.0
98,0.0,0.0,0.0,1.0,8.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,776.0,1.0,44.0,15,98,24798,7,1.0
97,1.0,0.0,0.0,1.0,4.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,776.0,1.0,44.0,11,98,24799,4,1.0
98,1.0,0.0,0.0,1.0,5.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,776.0,1.0,44.0,12,98,24799,4,1.0
97,0.0,0.0,0.0,1.0,3.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,776.0,1.0,44.0,8,98,24800,3,1.0
98,0.0,0.0,0.0,1.0,4.0,6,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,776.0,1.0,44.0,9,98,24800,3,1.0
97,1.0,0.0,0.0,1.0,6.0,7,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,862.76099,1.0,40.0,13,98,24801,6,1.0
98,1.0,0.0,0.0,1.0,7.0,7,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,862.76099,1.0,40.0,14,98,24801,6,1.0
97,1.0,0.0,0.0,1.0,4.0,7,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,862.76099,1.0,40.0,11,98,24802,4,1.0
98,1.0,0.0,0.0,1.0,5.0,7,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,862.76099,1.0,40.0,12,98,24802,4,1.0
97,1.0,0.0,0.0,1.0,1.0,7,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,862.76099,1.0,40.0,7,98,24803,1,1.0
98,1.0,0.0,0.0,1.0,2.0,7,114.4284377129468,122.1636435138548,pobre,basal,4,0.0,862.76099,1.0,40.0,8,98,24803,1,1.0
97,1.0,0.0,0.0,0.0,9.0,6,114.4284377129468,122.1636435138548,no pobre,basal,9,1200.0,970.0,1.0,29.0,14,98,24804,9,0.0
98,1.0,0.0,0.0,,,6,114.4284377129468,122.1636435138548,no pobre,basal,9,1200.0,970.0,1.0,29.0,15,98,24804,9,0.0
97,1.0,0.0,0.0,1.0,8.0,6,114.4284377129468,122.1636435138548,no pobre,basal,9,1200.0,970.0,1.0,29.0,13,98,24805,8,1.0
98,1.0,0.0,0.0,0.0,9.0,6,114.4284377129468,122.1636435138548,no pobre,basal,9,1200.0,970.0,1.0,29.0,14,98,24805,8,1.0
97,1.0,0.0,0.0,1.0,5.0,6,114.4284377129468,122.1636435138548,no pobre,basal,9,1200.0,970.0,1.0,29.0,12,98,24806,5,1.0
98,1.0,0.0,0.0,1.0,6.0,6,114.4284377129468,122.1636435138548,no pobre,basal,9,1200.0,970.0,1.0,29.0,13,98,24806,5,1.0
97,1.0,0.0,0.0,1.0,4.0,6,114.4284377129468,122.1636435138548,no pobre,basal,9,1200.0,970.0,1.0,29.0,10,98,24807,4,1.0
98,1.0,0.0,0.0,1.0,5.0,6,114.4284377129468,122.1636435138548,no pobre,basal,9,1200.0,970.0,1.0,29.0,11,98,24807,4,1.0
97,0.0,0.0,0.0,1.0,2.0,8,114.4284377129468,122.1636435138548,no pobre,basal,1,0.0,774.0,1.0,70.0,9,98,24808,2,1.0
98,0.0,0.0,0.0,,,8,114.4284377129468,122.1636435138548,no pobre,basal,1,0.0,774.0,1.0,70.0,10,98,24808,2,1.0
97,0.0,0.0,0.0,1.0,2.0,8,114.4284377129468,122.1636435138548,no pobre,basal,1,0.0,774.0,1.0,70.0,8,98,24809,2,1.0
98,0.0,0.0,0.0,1.0,3.0,8,114.4284377129468,122.1636435138548,no pobre,basal,1,0.0,774.0,1.0,70.0,9,98,24809,2,1.0
97,0.0,0.0,0.0,1.0,1.0,8,114.4284377129468,122.1636435138548,no pobre,basal,1,0.0,774.0,1.0,70.0,7,98,24810,1,1.0
98,0.0,0.0,0.0,,,8,114.4284377129468,122.1636435138548,no pobre,basal,1,0.0,774.0,1.0,70.0,8,98,24810,1,1.0
97,0.0,0.0,0.0,1.0,7.0,8,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,615.0,1.0,43.0,13,98,24811,7,1.0
98,0.0,0.0,0.0,1.0,8.0,8,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,615.0,1.0,43.0,14,98,24811,7,1.0
97,0.0,0.0,0.0,1.0,5.0,8,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,615.0,1.0,43.0,11,98,24812,5,1.0
98,0.0,0.0,0.0,1.0,6.0,8,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,615.0,1.0,43.0,12,98,24812,5,1.0
97,1.0,0.0,0.0,1.0,1.0,8,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,615.0,1.0,43.0,8,98,24813,1,1.0
98,1.0,0.0,0.0,1.0,2.0,8,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,615.0,1.0,43.0,9,98,24813,1,1.0
97,0.0,0.0,0.0,1.0,6.0,6,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,748.0,1.0,34.0,12,98,24814,6,1.0
98,0.0,0.0,0.0,1.0,7.0,6,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,748.0,1.0,34.0,13,98,24814,6,1.0
97,1.0,0.0,0.0,1.0,4.0,6,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,748.0,1.0,34.0,10,98,24815,4,1.0
98,1.0,0.0,0.0,1.0,5.0,6,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,748.0,1.0,34.0,11,98,24815,4,1.0
97,1.0,0.0,0.0,1.0,2.0,6,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,748.0,1.0,34.0,7,98,24816,2,1.0
98,1.0,0.0,0.0,1.0,3.0,6,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,748.0,1.0,34.0,8,98,24816,2,1.0
97,1.0,0.0,0.0,0.0,9.0,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,16,98,24817,9,0.0
98,1.0,0.0,0.0,,,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,17,98,24817,9,0.0
97,1.0,0.0,0.0,1.0,8.0,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,14,98,24818,8,1.0
98,1.0,0.0,0.0,,,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,15,98,24818,8,1.0
97,0.0,0.0,0.0,1.0,6.0,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,12,98,24819,6,1.0
98,0.0,0.0,0.0,1.0,7.0,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,13,98,24819,6,1.0
97,0.0,0.0,0.0,1.0,4.0,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,10,98,24820,4,1.0
98,0.0,0.0,0.0,1.0,5.0,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,11,98,24820,4,1.0
97,0.0,0.0,0.0,1.0,2.0,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,8,98,24821,2,1.0
98,0.0,0.0,0.0,1.0,3.0,8,114.4284377129468,122.1636435138548,pobre,basal,4,750.0,820.0,1.0,45.0,9,98,24821,2,1.0
97,1.0,0.0,0.0,1.0,1.0,6,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,659.0,1.0,55.0,7,98,24822,1,1.0
98,1.0,0.0,0.0,1.0,2.0,6,114.4284377129468,122.1636435138548,pobre,basal,6,750.0,659.0,1.0,55.0,8,98,24822,1,1.0
97,1.0,1.0,0.0,1.0,7.0,7,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,820.0,1.0,36.0,12,98,24823,7,1.0
98,1.0,1.0,0.0,1.0,7.0,7,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,820.0,1.0,36.0,13,98,24823,7,1.0
97,1.0,1.0,0.0,1.0,5.0,7,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,820.0,1.0,36.0,16,98,24824,5,1.0
98,1.0,1.0,0.0,1.0,5.0,7,114.4284377129468,122.1636435138548,pobre,basal,2,1250.0,820.0,1.0,36.0,17,98,24824,5,1.0
97,0.0,0.0,0.0,1.0,10.0,6,114.4284377129468,122.1636435138548,pobre,basal,6,1000.0,1034.0,1.0,43.0,16,98,24825,10,1.0
98,0.0,0.0,0.0,,,6,114.4284377129468,122.1636435138548,pobre,basal,6,1000.0,1034.0,1.0,43.0,17,98,24825,10,1.0
97,0.0,0.0,0.0,1.0,9.0,5,114.4284377129468,122.1636435138548,no pobre,basal,9,1250.0,1021.0,1.0,48.0,15,98,24826,9,1.0
98,0.0,0.0,0.0,1.0,9.0,5,114.4284377129468,122.1636435138548,no pobre,basal,9,1250.0,1021.0,1.0,48.0,16,98,24826,9,1.0
97,0.0,0.0,0.0,0.0,9.0,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,16,98,24827,9,0.0
98,0.0,0.0,0.0,,,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,17,98,24827,9,0.0
97,0.0,0.0,0.0,1.0,6.0,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,13,98,24828,6,1.0
98,0.0,0.0,0.0,1.0,7.0,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,14,98,24828,6,1.0
97,1.0,0.0,0.0,1.0,3.0,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,11,98,24829,3,1.0
98,1.0,0.0,0.0,1.0,4.0,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,12,98,24829,3,1.0
97,1.0,0.0,0.0,1.0,1.0,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,8,98,24830,1,1.0
98,1.0,0.0,0.0,1.0,2.0,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,9,98,24830,1,1.0
97,0.0,0.0,0.0,1.0,1.0,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,7,98,24831,1,1.0
98,0.0,0.0,0.0,1.0,1.0,8,114.4284377129468,122.1636435138548,no pobre,basal,3,875.0,1118.0,1.0,54.0,8,98,24831,1,1.0
97,1.0,0.0,0.0,1.0,6.0,7,114.4284377129468,122.1636435138548,no pobre,basal,4,750.0,775.0,1.0,39.0,12,98,24832,6,1.0
98,1.0,0.0,0.0,1.0,7.0,7,114.4284377129468,122.1636435138548,no pobre,basal,4,750.0,775.0,1.0,39.0,13,98,24832,6,1.0
97,1.0,0.0,0.0,1.0,5.0,7,114.4284377129468,122.1636435138548,no pobre,basal,4,750.0,775.0,1.0,39.0,11,98,24833,5,1.0
98,1.0,0.0,0.0,1.0,6.0,7,114.4284377129468,122.1636435138548,no pobre,basal,4,750.0,775.0,1.0,39.0,12,98,24833,5,1.0
97,1.0,0.0,0.0,0.0,3.0,7,114.4284377129468,122.1636435138548,no pobre,basal,4,750.0,775.0,1.0,39.0,9,98,24834,3,0.0
98,1.0,0.0,0.0,1.0,4.0,7,114.4284377129468,122.1636435138548,no pobre,basal,4,750.0,775.0,1.0,39.0,10,98,24834,3,0.0
97,1.0,0.0,0.0,1.0,0.0,7,114.4284377129468,122.1636435138548,no pobre,basal,4,750.0,775.0,1.0,39.0,7,98,24835,0,1.0
98,1.0,0.0,0.0,1.0,1.0,7,114.4284377129468,122.1636435138548,no pobre,basal,4,750.0,775.0,1.0,39.0,8,98,24835,0,1.0
97,0.0,1.0,0.0,0.0,6.0,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,16,98,24836,6,0.0
98,0.0,1.0,0.0,,,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,17,98,24836,6,0.0
97,1.0,1.0,0.0,1.0,2.0,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,14,98,24837,2,1.0
98,1.0,1.0,0.0,1.0,3.0,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,15,98,24837,2,1.0
97,1.0,1.0,0.0,1.0,4.0,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,10,98,24838,4,1.0
98,1.0,1.0,0.0,1.0,5.0,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,11,98,24838,4,1.0
97,1.0,1.0,0.0,1.0,0.0,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,9,98,24839,0,1.0
98,1.0,1.0,0.0,1.0,4.0,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,10,98,24839,0,1.0
97,1.0,1.0,0.0,1.0,0.0,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,8,98,24840,0,1.0
98,1.0,1.0,0.0,1.0,1.0,13,114.4284377129468,122.1636435138548,pobre,basal,2,240.0,746.75,1.0,47.0,9,98,24840,0,1.0
97,1.0,1.0,0.0,1.0,12.0,8,114.4284377129468,122.1636435138548,pobre,basal,2,625.0,765.0,1.0,50.0,16,98,24841,12,1.0
98,1.0,1.0,0.0,,,8,114.4284377129468,122.1636435138548,pobre,basal,2,625.0,765.0,1.0,50.0,17,98,24841,12,1.0
97,0.0,0.0,0.0,1.0,0.0,5,114.4284377129468,122.1636435138548,pobre,basal,5,750.0,694.0,1.0,29.0,8,98,24842,0,1.0
98,0.0,0.0,0.0,1.0,1.0,5,114.4284377129468,122.1636435138548,pobre,basal,5,750.0,694.0,1.0,29.0,9,98,24842,0,1.0
97,0.0,0.0,0.0,1.0,0.0,5,114.4284377129468,122.1636435138548,pobre,basal,5,750.0,694.0,1.0,29.0,6,98,24843,0,1.0
98,0.0,0.0,0.0,1.0,0.0,5,114.4284377129468,122.1636435138548,pobre,basal,5,750.0,694.0,1.0,29.0,7,98,24843,0,1.0
97,1.0,1.0,0.0,1.0,3.0,5,114.4284377129468,122.1636435138548,pobre,basal,1,750.0,790.0,1.0,72.0,12,98,24844,3,1.0
98,1.0,1.0,0.0,1.0,4.0,5,114.4284377129468,122.1636435138548,pobre,basal,1,750.0,790.0,1.0,72.0,13,98,24844,3,1.0
97,1.0,0.0,0.0,0.0,6.0,3,114.4284377129468,122.1636435138548,pobre,basal,3,25.0,804.5,1.0,64.0,16,98,24845,6,0.0
98,1.0,0.0,0.0,,,3,114.4284377129468,122.1636435138548,pobre,basal,3,25.0,804.5,1.0,64.0,17,98,24845,6,0.0
97,0.0,0.0,0.0,0.0,6.0,11,114.4284377129468,122.1636435138548,pobre,basal,2,625.0,921.14288,1.0,65.0,15,98,24846,6,0.0
98,0.0,0.0,0.0,,,11,114.4284377129468,122.1636435138548,pobre,basal,2,625.0,921.14288,1.0,65.0,16,98,24846,6,0.0
97,0.0,1.0,0.0,1.0,6.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,14,98,24847,6,1.0
98,0.0,1.0,0.0,1.0,7.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,15,98,24847,6,1.0
97,0.0,1.0,0.0,1.0,4.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,12,98,24848,4,1.0
98,0.0,1.0,0.0,1.0,5.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,13,98,24848,4,1.0
97,1.0,1.0,0.0,1.0,2.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,10,98,24849,2,1.0
98,1.0,1.0,0.0,1.0,3.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,11,98,24849,2,1.0
97,1.0,1.0,0.0,1.0,0.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,6,98,24850,0,1.0
98,1.0,1.0,0.0,1.0,1.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,7,98,24850,0,1.0
97,0.0,1.0,0.0,0.0,1.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,16,98,24851,1,0.0
98,0.0,1.0,0.0,,,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,17,98,24851,1,0.0
97,1.0,1.0,0.0,1.0,0.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,6,98,24852,0,1.0
98,1.0,1.0,0.0,1.0,1.0,10,114.4284377129468,122.1636435138548,no pobre,basal,0,1250.0,990.0,1.0,50.0,7,98,24852,0,1.0
97,1.0,1.0,0.0,0.0,9.0,8,114.4284377129468,122.1636435138548,no pobre,basal,0,208.33333,819.0,1.0,43.0,16,98,24853,9,0.0
98,1.0,1.0,0.0,,,8,114.4284377129468,122.1636435138548,no pobre,basal,0,208.33333,819.0,1.0,43.0,17,98,24853,9,0.0
97,0.0,1.0,0.0,1.0,7.0,8,114.4284377129468,122.1636435138548,no pobre,basal,0,208.33333,819.0,1.0,43.0,14,98,24854,7,1.0
98,0.0,1.0,0.0,1.0,8.0,8,114.4284377129468,122.1636435138548,no pobre,basal,0,208.33333,819.0,1.0,43.0,15,98,24854,7,1.0
97,1.0,1.0,0.0,1.0,5.0,8,114.4284377129468,122.1636435138548,no pobre,basal,0,208.33333,819.0,1.0,43.0,11,98,24855,5,1.0
98,1.0,1.0,0.0,1.0,6.0,8,114.4284377129468,122.1636435138548,no pobre,basal,0,208.33333,819.0,1.0,43.0,12,98,24855,5,1.0
97,1.0,0.0,2.4949999,0.0,6.0,8,114.5440196251351,152.7561625283715,pobre,basal,0,2800.0,551.0,1.0,46.0,16,121,24856,6,0.0
98,1.0,0.0,2.4949999,0.0,6.0,8,114.5440196251351,152.7561625283715,pobre,basal,0,2800.0,551.0,1.0,46.0,17,121,24856,6,0.0
97,0.0,0.0,2.4949999,0.0,6.0,8,114.5440196251351,152.7561625283715,pobre,basal,0,2800.0,551.0,1.0,46.0,13,121,24857,6,0.0
98,0.0,0.0,2.4949999,0.0,6.0,8,114.5440196251351,152.7561625283715,pobre,basal,0,2800.0,551.0,1.0,46.0,14,121,24857,6,0.0
97,1.0,0.0,2.4949999,1.0,2.0,8,114.5440196251351,152.7561625283715,pobre,basal,0,2800.0,551.0,1.0,46.0,9,121,24858,2,1.0
98,1.0,0.0,2.4949999,1.0,4.0,8,114.5440196251351,152.7561625283715,pobre,basal,0,2800.0,551.0,1.0,46.0,10,121,24858,2,1.0
97,0.0,0.0,2.4949999,1.0,0.0,8,114.5440196251351,152.7561625283715,pobre,basal,0,2800.0,551.0,1.0,46.0,6,121,24859,0,1.0
98,0.0,0.0,2.4949999,1.0,1.0,8,114.5440196251351,152.7561625283715,pobre,basal,0,2800.0,551.0,1.0,46.0,7,121,24859,0,1.0
97,1.0,0.0,0.0,0.0,8.0,6,114.4284377129468,122.1636435138548,no pobre,basal,5,750.0,1087.5,1.0,51.0,16,98,24860,8,0.0
98,1.0,0.0,0.0,,,6,114.4284377129468,122.1636435138548,no pobre,basal,5,750.0,1087.5,1.0,51.0,17,98,24860,8,0.0
97,1.0,0.0,0.0,1.0,7.0,6,114.4284377129468,122.1636435138548,no pobre,basal,5,750.0,1087.5,1.0,51.0,13,98,24861,7,1.0
98,1.0,0.0,0.0,1.0,8.0,6,114.4284377129468,122.1636435138548,no pobre,basal,5,750.0,1087.5,1.0,51.0,14,98,24861,7,1.0
97,1.0,0.0,0.0,1.0,8.0,7,114.4284377129468,122.1636435138548,no pobre,basal,12,1500.0,1053.5,1.0,46.0,14,98,24862,8,1.0
98,1.0,0.0,0.0,1.0,9.0,7,114.4284377129468,122.1636435138548,no pobre,basal,12,1500.0,1053.5,1.0,46.0,15,98,24862,8,1.0
97,1.0,0.0,0.0,1.0,6.0,7,114.4284377129468,122.1636435138548,no pobre,basal,12,1500.0,1053.5,1.0,46.0,12,98,24863,6,1.0
98,1.0,0.0,0.0,1.0,7.0,7,114.4284377129468,122.1636435138548,no pobre,basal,12,1500.0,1053.5,1.0,46.0,13,98,24863,6,1.0
97,0.0,0.0,0.0,1.0,4.0,7,114.4284377129468,122.1636435138548,no pobre,basal,12,1500.0,1053.5,1.0,46.0,9,98,24864,4,1.0
98,0.0,0.0,0.0,1.0,5.0,7,114.4284377129468,122.1636435138548,no pobre,basal,12,1500.0,1053.5,1.0,46.0,10,98,24864,4,1.0
97,1.0,0.0,0.0,1.0,5.0,5,114.4284377129468,122.1636435138548,pobre,basal,4,1250.0,711.0,1.0,35.0,11,98,24865,5,1.0
98,1.0,0.0,0.0,1.0,6.0,5,114.4284377129468,122.1636435138548,pobre,basal,4,1250.0,711.0,1.0,35.0,12,98,24865,5,1.0
97,1.0,0.0,0.0,1.0,3.0,5,114.4284377129468,122.1636435138548,pobre,basal,4,1250.0,711.0,1.0,35.0,9,98,24866,3,1.0
98,1.0,0.0,0.0,1.0,4.0,5,114.4284377129468,122.1636435138548,pobre,basal,4,1250.0,711.0,1.0,35.0,10,98,24866,3,1.0
97,1.0,0.0,4.6750002,1.0,5.0,7,107.2294981532787,132.5457555070723,pobre,basal,3,0.0,695.40802,1.0,56.0,15,126,24867,5,1.0
98,1.0,0.0,4.6750002,0.0,6.0,7,107.2294981532787,132.5457555070723,pobre,basal,3,0.0,695.40802,1.0,56.0,16,126,24867,5,1.0
